tm,MVm,PVm
1.940000000000000000e+02,1.000000000000000000e+00,2.159000000000000641e-01
1.950000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
1.960000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
1.970000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
1.980000000000000000e+02,1.000000000000000000e+00,2.175250000000000239e-01
1.990000000000000000e+02,1.000000000000000000e+00,2.183250000000001023e-01
2.000000000000000000e+02,1.000000000000000000e+00,2.215500000000000524e-01
2.010000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.020000000000000000e+02,1.000000000000000000e+00,2.231500000000000428e-01
2.030000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.040000000000000000e+02,1.000000000000000000e+00,2.231500000000000428e-01
2.050000000000000000e+02,1.000000000000000000e+00,2.247750000000001691e-01
2.060000000000000000e+02,1.000000000000000000e+00,2.239750000000000907e-01
2.070000000000000000e+02,1.000000000000000000e+00,2.247750000000001691e-01
2.080000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.090000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.100000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.110000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.120000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.130000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.140000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.150000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.160000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.170000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.180000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.190000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
2.200000000000000000e+02,1.000000000000000000e+00,2.255750000000000810e-01
